DB_Size,Query_ID,Labels,Retrieved_Count,P@5,R@5,nDCG@5,LabelMatch@5,P@10,R@10,nDCG@10,LabelMatch@10,P@20,R@20,nDCG@20,LabelMatch@20
4000,QUERY_10,"Pleural Other,Fracture,Pneumothorax",41,0.5537,0.342,0.6037,0.5337,0.4314,0.3856,0.5114,0.4114,0.4468,0.5668,0.5568,0.4268
4000,QUERY_11,Cardiomegaly,48,0.5411,0.336,0.5911,0.5211,0.4671,0.4246,0.5471,0.4471,0.3821,0.5021,0.4921,0.3621
4000,QUERY_12,"Lung Opacity,Enlarged Cardiomediastinum",30,0.6407,0.3889,0.6907,0.6207,0.5345,0.4686,0.6145,0.5145,0.5354,0.6554,0.6454,0.5154
4000,QUERY_13,"Pneumothorax,Edema,Pleural Other",35,0.5532,0.3433,0.6032,0.5332,0.4503,0.4053,0.5303,0.4303,0.3686,0.4886,0.4786,0.3486
4000,QUERY_14,"Pneumothorax,Pneumonia,Consolidation",20,0.5334,0.3112,0.5834,0.5134,0.5286,0.4775,0.6086,0.5086,0.471,0.591,0.581,0.451
4000,QUERY_15,Support Devices,26,0.5773,0.3444,0.6273,0.5573,0.5336,0.4772,0.6136,0.5136,0.4922,0.6122,0.6022,0.4722
4000,QUERY_16,"Consolidation,Lung Lesion",21,0.6685,0.4103,0.7185,0.6485,0.5719,0.5029,0.6519,0.5519,0.5477,0.6677,0.6577,0.5277
4000,QUERY_17,"Pneumothorax,Pneumonia",16,0.6178,0.3704,0.6678,0.5978,0.5244,0.4607,0.6044,0.5044,0.473,0.593,0.583,0.453
4000,QUERY_18,"Lung Lesion,Pneumothorax,Support Devices",24,0.5778,0.3484,0.6278,0.5578,0.5145,0.4599,0.5945,0.4945,0.4216,0.5416,0.5316,0.4016
4000,QUERY_19,"Enlarged Cardiomediastinum,Support Devices",44,0.5546,0.3381,0.6046,0.5346,0.4493,0.4011,0.5293,0.4293,0.4276,0.5476,0.5376,0.4076
4000,QUERY_20,"Cardiomegaly,Lung Opacity",34,0.5397,0.3269,0.5897,0.5197,0.4828,0.4364,0.5628,0.4628,0.4398,0.5598,0.5498,0.4198
4000,QUERY_21,"Pleural Other,Lung Opacity,Lung Lesion",45,0.5101,0.3109,0.5601,0.4901,0.4626,0.423,0.5426,0.4426,0.3585,0.4785,0.4685,0.3385
4000,QUERY_22,"Pneumothorax,Consolidation",19,0.5707,0.3347,0.6207,0.5507,0.5322,0.4742,0.6122,0.5122,0.4323,0.5523,0.5423,0.4123
4000,QUERY_23,Pneumonia,41,0.5213,0.3055,0.5713,0.5013,0.4783,0.4304,0.5583,0.4583,0.3822,0.5022,0.4922,0.3622
4000,QUERY_24,"Enlarged Cardiomediastinum,Lung Opacity",39,0.6226,0.3842,0.6726,0.6026,0.5264,0.4673,0.6064,0.5064,0.5122,0.6322,0.6222,0.4922
4000,QUERY_25,Lung Lesion,31,0.4765,0.2758,0.5265,0.4565,0.4157,0.3753,0.4957,0.3957,0.3981,0.5181,0.5081,0.3781
4000,QUERY_26,Lung Opacity,43,0.5058,0.3042,0.5558,0.4858,0.4103,0.3695,0.4903,0.3903,0.358,0.478,0.468,0.338
4000,QUERY_27,Lung Opacity,31,0.5654,0.3415,0.6154,0.5454,0.5336,0.4816,0.6136,0.5136,0.4612,0.5812,0.5712,0.4412
4000,QUERY_28,"Lung Opacity,Enlarged Cardiomediastinum",32,0.5727,0.3345,0.6227,0.5527,0.5404,0.4813,0.6204,0.5204,0.4793,0.5993,0.5893,0.4593
4000,QUERY_29,"Support Devices,Cardiomegaly,Lung Opacity",46,0.584,0.3419,0.634,0.564,0.5184,0.4574,0.5984,0.4984,0.4766,0.5966,0.5866,0.4566
4000,QUERY_30,Enlarged Cardiomediastinum,31,0.5954,0.3675,0.6454,0.5754,0.5413,0.4874,0.6213,0.5213,0.4388,0.5588,0.5488,0.4188
4000,QUERY_31,"Consolidation,Lung Lesion",36,0.6544,0.3978,0.7044,0.6344,0.6046,0.5362,0.6846,0.5846,0.5595,0.6795,0.6695,0.5395
4000,QUERY_32,No Finding,22,0.5208,0.3167,0.5708,0.5008,0.4322,0.3901,0.5122,0.4122,0.4135,0.5335,0.5235,0.3935
4000,QUERY_33,"Consolidation,Atelectasis",34,0.5564,0.3193,0.6064,0.5364,0.5544,0.4958,0.6344,0.5344,0.4778,0.5978,0.5878,0.4578
4000,QUERY_34,"Lung Lesion,Enlarged Cardiomediastinum",26,0.5526,0.3405,0.6026,0.5326,0.4951,0.4491,0.5751,0.4751,0.3742,0.4942,0.4842,0.3542
4000,QUERY_35,"Lung Lesion,Fracture",41,0.6507,0.3928,0.7007,0.6307,0.6018,0.5329,0.6818,0.5818,0.5565,0.6765,0.6665,0.5365
4000,QUERY_36,No Finding,35,0.599,0.3669,0.649,0.579,0.5103,0.4543,0.5903,0.4903,0.4276,0.5476,0.5376,0.4076
4000,QUERY_37,"Pneumonia,Enlarged Cardiomediastinum",28,0.5187,0.3194,0.5687,0.4987,0.4324,0.3927,0.5124,0.4124,0.3674,0.4874,0.4774,0.3474
4000,QUERY_38,"Consolidation,Lung Opacity,Pleural Effusion",15,0.5255,0.307,0.5755,0.5055,0.484,0.4348,0.564,0.464,0.4352,0.5552,0.5452,0.4152
4000,QUERY_39,"Enlarged Cardiomediastinum,Edema",49,0.5243,0.3113,0.5743,0.5043,0.4804,0.4339,0.5604,0.4604,0.4054,0.5254,0.5154,0.3854
4000,QUERY_40,Support Devices,31,0.6074,0.3506,0.6574,0.5874,0.6064,0.538,0.6864,0.5864,0.483,0.603,0.593,0.463
4000,QUERY_41,Lung Lesion,45,0.6069,0.3599,0.6569,0.5869,0.5739,0.5104,0.6539,0.5539,0.5213,0.6413,0.6313,0.5013
4000,QUERY_42,"No Finding,Consolidation",25,0.5687,0.3527,0.6187,0.5487,0.4902,0.4422,0.5702,0.4702,0.3999,0.5199,0.5099,0.3799
4000,QUERY_43,Pneumonia,23,0.5056,0.2966,0.5556,0.4856,0.4814,0.4369,0.5614,0.4614,0.442,0.562,0.552,0.422
4000,QUERY_44,"Atelectasis,Pleural Other",27,0.6113,0.3755,0.6613,0.5913,0.5301,0.4722,0.6101,0.5101,0.5072,0.6272,0.6172,0.4872
4000,QUERY_45,"Edema,Pneumonia,Fracture",23,0.6154,0.3698,0.6654,0.5954,0.5549,0.4921,0.6349,0.5349,0.4645,0.5845,0.5745,0.4445
4000,QUERY_46,"Cardiomegaly,Consolidation",34,0.5001,0.2869,0.5501,0.4801,0.4921,0.4454,0.5721,0.4721,0.3737,0.4937,0.4837,0.3537
4000,QUERY_47,"No Finding,Consolidation",38,0.5265,0.3206,0.5765,0.5065,0.4486,0.4057,0.5286,0.4286,0.3999,0.5199,0.5099,0.3799
4000,QUERY_48,"Lung Opacity,Pleural Other,Support Devices",21,0.5762,0.3439,0.6262,0.5562,0.4983,0.4421,0.5783,0.4783,0.4225,0.5425,0.5325,0.4025
4000,QUERY_49,Edema,45,0.6081,0.3743,0.6581,0.5881,0.5642,0.5073,0.6442,0.5442,0.429,0.549,0.539,0.409
5000,QUERY_0,"Pneumonia,No Finding,Fracture",36,0.5311,0.31,0.5811,0.5111,0.5052,0.4546,0.5852,0.4852,0.4105,0.5305,0.5205,0.3905
5000,QUERY_1,Enlarged Cardiomediastinum,31,0.5892,0.3489,0.6392,0.5692,0.5402,0.4801,0.6202,0.5202,0.517,0.637,0.627,0.497
5000,QUERY_2,"Lung Opacity,Fracture,Atelectasis",23,0.5338,0.3159,0.5838,0.5138,0.4947,0.4458,0.5747,0.4747,0.4547,0.5747,0.5647,0.4347
5000,QUERY_3,"Pneumonia,Pneumothorax",48,0.4997,0.294,0.5497,0.4797,0.4222,0.3793,0.5022,0.4022,0.4311,0.5511,0.5411,0.4111
5000,QUERY_4,No Finding,32,0.5855,0.3373,0.6355,0.5655,0.5755,0.5114,0.6555,0.5555,0.5088,0.6288,0.6188,0.4888
5000,QUERY_5,"Pleural Effusion,Fracture,Support Devices",20,0.483,0.2892,0.533,0.463,0.4118,0.3749,0.4918,0.3918,0.3345,0.4545,0.4445,0.3145
5000,QUERY_6,Fracture,32,0.4608,0.2658,0.5108,0.4408,0.4542,0.4167,0.5342,0.4342,0.3911,0.5111,0.5011,0.3711
5000,QUERY_7,"Pleural Other,Enlarged Cardiomediastinum,Consolidation",33,0.4589,0.2632,0.5089,0.4389,0.4623,0.4244,0.5423,0.4423,0.3581,0.4781,0.4681,0.3381
5000,QUERY_8,"Atelectasis,Lung Opacity,Fracture",20,0.5001,0.3026,0.5501,0.4801,0.3959,0.3571,0.4759,0.3759,0.3398,0.4598,0.4498,0.3198
5000,QUERY_9,Lung Lesion,32,0.5671,0.3254,0.6171,0.5471,0.5509,0.49,0.6309,0.5309,0.5183,0.6383,0.6283,0.4983
5000,QUERY_10,Pneumonia,45,0.5701,0.3397,0.6201,0.5501,0.4797,0.4245,0.5597,0.4597,0.4334,0.5534,0.5434,0.4134
5000,QUERY_11,"Consolidation,Fracture",18,0.4793,0.2827,0.5293,0.4593,0.4278,0.3895,0.5078,0.4078,0.3938,0.5138,0.5038,0.3738
5000,QUERY_12,"Pneumothorax,Atelectasis",29,0.568,0.333,0.618,0.548,0.4997,0.4422,0.5797,0.4797,0.4631,0.5831,0.5731,0.4431
5000,QUERY_13,"Pneumothorax,Enlarged Cardiomediastinum,Pneumonia",50,0.533,0.3124,0.583,0.513,0.5209,0.4706,0.6009,0.5009,0.4181,0.5381,0.5281,0.3981
5000,QUERY_14,No Finding,21,0.5172,0.2993,0.5672,0.4972,0.5084,0.4594,0.5884,0.4884,0.4585,0.5785,0.5685,0.4385
5000,QUERY_15,"Atelectasis,Pleural Effusion",34,0.5583,0.3406,0.6083,0.5383,0.5119,0.4631,0.5919,0.4919,0.4327,0.5527,0.5427,0.4127
5000,QUERY_16,"Support Devices,Pleural Other",38,0.5169,0.2952,0.5669,0.4969,0.4807,0.4299,0.5607,0.4607,0.4196,0.5396,0.5296,0.3996
5000,QUERY_17,"Pleural Other,Pleural Effusion",44,0.5653,0.3302,0.6153,0.5453,0.5143,0.4567,0.5943,0.4943,0.4961,0.6161,0.6061,0.4761
5000,QUERY_18,"Cardiomegaly,Pleural Effusion,Consolidation",42,0.57,0.3332,0.62,0.55,0.5376,0.4792,0.6176,0.5176,0.4665,0.5865,0.5765,0.4465
5000,QUERY_19,Atelectasis,15,0.6678,0.4154,0.7178,0.6478,0.6068,0.5406,0.6868,0.5868,0.5309,0.6509,0.6409,0.5109
5000,QUERY_20,"Enlarged Cardiomediastinum,Support Devices,Pneumonia",27,0.6056,0.3544,0.6556,0.5856,0.5596,0.494,0.6396,0.5396,0.5027,0.6227,0.6127,0.4827
5000,QUERY_21,Lung Opacity,35,0.5275,0.3243,0.5775,0.5075,0.4378,0.3962,0.5178,0.4178,0.4032,0.5232,0.5132,0.3832
5000,QUERY_22,"Consolidation,Support Devices,Pneumothorax",49,0.535,0.3333,0.585,0.515,0.4487,0.4078,0.5287,0.4287,0.3916,0.5116,0.5016,0.3716
5000,QUERY_23,"Edema,Pneumothorax",40,0.5666,0.329,0.6166,0.5466,0.5465,0.4878,0.6265,0.5265,0.4532,0.5732,0.5632,0.4332
5000,QUERY_24,Lung Opacity,44,0.5466,0.3332,0.5966,0.5266,0.4612,0.4145,0.5412,0.4412,0.4515,0.5715,0.5615,0.4315
5000,QUERY_25,"Lung Opacity,Atelectasis",21,0.6093,0.3595,0.6593,0.5893,0.6038,0.539,0.6838,0.5838,0.492,0.612,0.602,0.472
5000,QUERY_26,Pneumothorax,19,0.5609,0.3473,0.6109,0.5409,0.465,0.4182,0.545,0.445,0.4332,0.5532,0.5432,0.4132
5000,QUERY_27,"Consolidation,Enlarged Cardiomediastinum",48,0.5079,0.2991,0.5579,0.4879,0.4837,0.4393,0.5637,0.4637,0.4346,0.5546,0.5446,0.4146
5000,QUERY_28,"Pleural Effusion,Atelectasis,Pleural Other",33,0.5705,0.335,0.6205,0.5505,0.5606,0.5029,0.6406,0.5406,0.4308,0.5508,0.5408,0.4108
5000,QUERY_29,"Lung Lesion,Pneumonia,Enlarged Cardiomediastinum",46,0.5156,0.2982,0.5656,0.4956,0.501,0.4523,0.581,0.481,0.4219,0.5419,0.5319,0.4019
5000,QUERY_30,"Enlarged Cardiomediastinum,Lung Lesion",38,0.5154,0.314,0.5654,0.4954,0.4513,0.4106,0.5313,0.4313,0.364,0.484,0.474,0.344
5000,QUERY_31,"Support Devices,Edema",49,0.5692,0.3347,0.6192,0.5492,0.5092,0.452,0.5892,0.4892,0.4701,0.5901,0.5801,0.4501
5000,QUERY_32,"Fracture,Pleural Effusion",42,0.5176,0.3163,0.5676,0.4976,0.4522,0.4116,0.5322,0.4322,0.4045,0.5245,0.5145,0.3845
5000,QUERY_33,Enlarged Cardiomediastinum,38,0.5283,0.3295,0.5783,0.5083,0.4206,0.3812,0.5006,0.4006,0.3548,0.4748,0.4648,0.3348
5000,QUERY_34,Edema,39,0.6499,0.4008,0.6999,0.6299,0.5506,0.4861,0.6306,0.5306,0.4872,0.6072,0.5972,0.4672
5000,QUERY_35,Fracture,20,0.6543,0.4081,0.7043,0.6343,0.5519,0.4888,0.6319,0.5319,0.5115,0.6315,0.6215,0.4915
5000,QUERY_36,"Pleural Other,Pneumothorax",19,0.5686,0.3417,0.6186,0.5486,0.5107,0.4573,0.5907,0.4907,0.4408,0.5608,0.5508,0.4208
5000,QUERY_37,"Lung Opacity,Pneumonia,Atelectasis",43,0.5442,0.3264,0.5942,0.5242,0.5111,0.4622,0.5911,0.4911,0.412,0.532,0.522,0.392
5000,QUERY_38,"Lung Opacity,Pleural Effusion",50,0.5497,0.3326,0.5997,0.5297,0.4966,0.4481,0.5766,0.4766,0.4623,0.5823,0.5723,0.4423
5000,QUERY_39,Lung Opacity,16,0.5796,0.3355,0.6296,0.5596,0.5125,0.4504,0.5925,0.4925,0.4934,0.6134,0.6034,0.4734
5000,QUERY_40,"Edema,Support Devices,Pleural Other",48,0.5365,0.3135,0.5865,0.5165,0.5078,0.4563,0.5878,0.4878,0.4522,0.5722,0.5622,0.4322
5000,QUERY_41,"Pneumothorax,Pleural Effusion",32,0.6287,0.3926,0.6787,0.6087,0.5103,0.4523,0.5903,0.4903,0.506,0.626,0.616,0.486
5000,QUERY_42,"Pleural Other,Pneumonia,Lung Opacity",47,0.5239,0.3158,0.5739,0.5039,0.4586,0.4145,0.5386,0.4386,0.4213,0.5413,0.5313,0.4013
5000,QUERY_43,"Pleural Effusion,Fracture",44,0.5703,0.3534,0.6203,0.5503,0.4647,0.4162,0.5447,0.4447,0.3833,0.5033,0.4933,0.3633
5000,QUERY_44,"Edema,Pneumonia,Lung Opacity",35,0.5907,0.3541,0.6407,0.5707,0.5606,0.5023,0.6406,0.5406,0.4399,0.5599,0.5499,0.4199
5000,QUERY_45,"Pneumothorax,Edema,Pneumonia",40,0.617,0.365,0.667,0.597,0.5652,0.4992,0.6452,0.5452,0.522,0.642,0.632,0.502
5000,QUERY_46,Pleural Effusion,36,0.5635,0.3367,0.6135,0.5435,0.4702,0.4168,0.5502,0.4502,0.4765,0.5965,0.5865,0.4565
5000,QUERY_47,Lung Opacity,46,0.6075,0.3669,0.6575,0.5875,0.5239,0.4636,0.6039,0.5039,0.5144,0.6344,0.6244,0.4944
5000,QUERY_48,"Lung Lesion,Lung Opacity",32,0.642,0.3924,0.692,0.622,0.5514,0.4866,0.6314,0.5314,0.5232,0.6432,0.6332,0.5032
5000,QUERY_49,"Lung Opacity,Pleural Other",43,0.5935,0.3715,0.6435,0.5735,0.4687,0.4177,0.5487,0.4487,0.4713,0.5913,0.5813,0.4513
6000,QUERY_0,Atelectasis,22,0.6752,0.4197,0.7252,0.6552,0.5739,0.5061,0.6539,0.5539,0.4853,0.6053,0.5953,0.4653
6000,QUERY_1,"Atelectasis,Support Devices",42,0.5386,0.3094,0.5886,0.5186,0.4966,0.442,0.5766,0.4766,0.4786,0.5986,0.5886,0.4586
6000,QUERY_2,"Cardiomegaly,Pleural Effusion",28,0.5674,0.3281,0.6174,0.5474,0.5095,0.4499,0.5895,0.4895,0.4453,0.5653,0.5553,0.4253
6000,QUERY_3,Enlarged Cardiomediastinum,30,0.7208,0.4485,0.7708,0.7008,0.5836,0.5074,0.6636,0.5636,0.5936,0.7136,0.7036,0.5736
6000,QUERY_4,"No Finding,Lung Opacity",30,0.6708,0.4108,0.7208,0.6508,0.5598,0.4898,0.6398,0.5398,0.5084,0.6284,0.6184,0.4884
6000,QUERY_5,Cardiomegaly,15,0.562,0.3316,0.612,0.542,0.4929,0.4377,0.5729,0.4729,0.44,0.56,0.55,0.42
6000,QUERY_6,"Cardiomegaly,Edema",29,0.6117,0.3669,0.6617,0.5917,0.5265,0.4641,0.6065,0.5065,0.4767,0.5967,0.5867,0.4567
6000,QUERY_7,"Pleural Other,Enlarged Cardiomediastinum",48,0.5968,0.3466,0.6468,0.5768,0.5337,0.4686,0.6137,0.5137,0.4805,0.6005,0.5905,0.4605
6000,QUERY_8,"Lung Opacity,Consolidation,No Finding",39,0.5671,0.3253,0.6171,0.5471,0.5589,0.498,0.6389,0.5389,0.4728,0.5928,0.5828,0.4528
6000,QUERY_9,"Edema,No Finding,Pleural Other",36,0.657,0.4023,0.707,0.637,0.5462,0.4789,0.6262,0.5262,0.5238,0.6438,0.6338,0.5038
6000,QUERY_10,Fracture,19,0.6757,0.412,0.7257,0.6557,0.5605,0.4887,0.6405,0.5405,0.5312,0.6512,0.6412,0.5112
6000,QUERY_11,Fracture,25,0.7022,0.423,0.7522,0.6822,0.6473,0.5677,0.7273,0.6273,0.5915,0.7115,0.7015,0.5715
6000,QUERY_12,"Support Devices,No Finding",17,0.7107,0.4422,0.7607,0.6907,0.5946,0.5204,0.6746,0.5746,0.5805,0.7005,0.6905,0.5605
6000,QUERY_13,"Fracture,Enlarged Cardiomediastinum,Pneumothorax",33,0.7136,0.4317,0.7636,0.6936,0.6364,0.5554,0.7164,0.6164,0.5674,0.6874,0.6774,0.5474
6000,QUERY_14,Lung Lesion,40,0.5944,0.3515,0.6444,0.5744,0.5596,0.4981,0.6396,0.5396,0.5042,0.6242,0.6142,0.4842
6000,QUERY_15,Edema,25,0.5534,0.3234,0.6034,0.5334,0.5528,0.4978,0.6328,0.5328,0.4467,0.5667,0.5567,0.4267
6000,QUERY_16,"Pleural Other,Pneumothorax",48,0.6117,0.3711,0.6617,0.5917,0.5771,0.5169,0.6571,0.5571,0.4655,0.5855,0.5755,0.4455
6000,QUERY_17,"Pneumothorax,Pleural Effusion",38,0.604,0.3517,0.654,0.584,0.5416,0.4754,0.6216,0.5216,0.5454,0.6654,0.6554,0.5254
6000,QUERY_18,"Atelectasis,Edema,Enlarged Cardiomediastinum",16,0.5769,0.3424,0.6269,0.5569,0.494,0.4368,0.574,0.474,0.4631,0.5831,0.5731,0.4431
6000,QUERY_19,"Pneumonia,No Finding",45,0.704,0.4195,0.754,0.684,0.6261,0.5438,0.7061,0.6061,0.5747,0.6947,0.6847,0.5547
6000,QUERY_20,"Enlarged Cardiomediastinum,Support Devices",40,0.6367,0.396,0.6867,0.6167,0.5331,0.4728,0.6131,0.5131,0.4542,0.5742,0.5642,0.4342
6000,QUERY_21,"Pleural Effusion,Pleural Other",44,0.6071,0.3618,0.6571,0.5871,0.5778,0.5151,0.6578,0.5578,0.5185,0.6385,0.6285,0.4985
6000,QUERY_22,"Atelectasis,Pleural Other",21,0.5759,0.3435,0.6259,0.5559,0.5365,0.4803,0.6165,0.5165,0.4297,0.5497,0.5397,0.4097
6000,QUERY_23,"Enlarged Cardiomediastinum,Pneumonia",30,0.6361,0.3812,0.6861,0.6161,0.5409,0.4735,0.6209,0.5209,0.4837,0.6037,0.5937,0.4637
6000,QUERY_24,"Pleural Other,Lung Opacity,Fracture",28,0.5666,0.3263,0.6166,0.5466,0.5143,0.4542,0.5943,0.4943,0.4892,0.6092,0.5992,0.4692
6000,QUERY_25,"Fracture,Pneumothorax,Atelectasis",15,0.5671,0.3255,0.6171,0.5471,0.539,0.4782,0.619,0.519,0.4529,0.5729,0.5629,0.4329
6000,QUERY_26,"Pleural Effusion,Pneumonia,Support Devices",17,0.7199,0.4438,0.7699,0.6999,0.6437,0.5656,0.7237,0.6237,0.5766,0.6966,0.6866,0.5566
6000,QUERY_27,Atelectasis,35,0.6481,0.3827,0.6981,0.6281,0.6367,0.564,0.7167,0.6167,0.5639,0.6839,0.6739,0.5439
6000,QUERY_28,Support Devices,48,0.6694,0.3931,0.7194,0.6494,0.6436,0.5655,0.7236,0.6236,0.563,0.683,0.673,0.543
6000,QUERY_29,"Atelectasis,Lung Lesion,Edema",45,0.6775,0.3992,0.7275,0.6575,0.6458,0.5667,0.7258,0.6258,0.5895,0.7095,0.6995,0.5695
6000,QUERY_30,Fracture,38,0.5474,0.3188,0.5974,0.5274,0.4875,0.4332,0.5675,0.4675,0.4555,0.5755,0.5655,0.4355
6000,QUERY_31,Pleural Effusion,19,0.6485,0.3987,0.6985,0.6285,0.5754,0.5105,0.6554,0.5554,0.4908,0.6108,0.6008,0.4708
6000,QUERY_32,Support Devices,49,0.6391,0.3784,0.6891,0.6191,0.5612,0.4908,0.6412,0.5412,0.5707,0.6907,0.6807,0.5507
6000,QUERY_33,"Support Devices,Lung Lesion",47,0.6321,0.37,0.6821,0.6121,0.6261,0.555,0.7061,0.6061,0.5458,0.6658,0.6558,0.5258
6000,QUERY_34,"Pneumothorax,Lung Opacity",43,0.6592,0.3839,0.7092,0.6392,0.6299,0.5522,0.7099,0.6099,0.5361,0.6561,0.6461,0.5161
6000,QUERY_35,Enlarged Cardiomediastinum,21,0.6244,0.3876,0.6744,0.6044,0.5197,0.4613,0.5997,0.4997,0.4601,0.5801,0.5701,0.4401
6000,QUERY_36,Pleural Other,46,0.6723,0.3958,0.7223,0.6523,0.666,0.5878,0.746,0.646,0.5343,0.6543,0.6443,0.5143
6000,QUERY_37,"Cardiomegaly,Enlarged Cardiomediastinum",24,0.6129,0.3727,0.6629,0.5929,0.521,0.4609,0.601,0.501,0.4614,0.5814,0.5714,0.4414
6000,QUERY_38,"Consolidation,Lung Opacity",15,0.6874,0.4183,0.7374,0.6674,0.5882,0.5137,0.6682,0.5682,0.5458,0.6658,0.6558,0.5258
6000,QUERY_39,"Cardiomegaly,Lung Opacity,Pneumothorax",22,0.7021,0.4302,0.7521,0.6821,0.6314,0.5554,0.7114,0.6114,0.527,0.647,0.637,0.507
6000,QUERY_40,Edema,35,0.6894,0.4087,0.7394,0.6694,0.6621,0.5818,0.7421,0.6421,0.5957,0.7157,0.7057,0.5757
6000,QUERY_41,"Lung Opacity,Edema,Pneumonia",27,0.6086,0.3766,0.6586,0.5886,0.5077,0.4517,0.5877,0.4877,0.4715,0.5915,0.5815,0.4515
6000,QUERY_42,"Cardiomegaly,Lung Lesion",16,0.63,0.3656,0.68,0.61,0.6394,0.5672,0.7194,0.6194,0.574,0.694,0.684,0.554
6000,QUERY_43,"Consolidation,Edema",34,0.6627,0.3847,0.7127,0.6427,0.6203,0.5413,0.7003,0.6003,0.5924,0.7124,0.7024,0.5724
6000,QUERY_44,"Pneumonia,Lung Lesion",27,0.6615,0.3903,0.7115,0.6415,0.6193,0.5438,0.6993,0.5993,0.5503,0.6703,0.6603,0.5303
6000,QUERY_45,"Fracture,Support Devices,Enlarged Cardiomediastinum",37,0.6177,0.3821,0.6677,0.5977,0.5453,0.4875,0.6253,0.5253,0.4811,0.6011,0.5911,0.4611
6000,QUERY_46,"Support Devices,Edema,Enlarged Cardiomediastinum",35,0.69,0.4123,0.74,0.67,0.6143,0.5354,0.6943,0.5943,0.5809,0.7009,0.6909,0.5609
6000,QUERY_47,"Atelectasis,Edema,Pneumothorax",43,0.6231,0.3607,0.6731,0.6031,0.5979,0.5267,0.6779,0.5779,0.5188,0.6388,0.6288,0.4988
6000,QUERY_48,"Lung Lesion,Atelectasis",40,0.6254,0.3862,0.6754,0.6054,0.5061,0.4465,0.5861,0.4861,0.4935,0.6135,0.6035,0.4735
6000,QUERY_49,"Enlarged Cardiomediastinum,Edema",31,0.6173,0.3566,0.6673,0.5973,0.6228,0.5525,0.7028,0.6028,0.5465,0.6665,0.6565,0.5265
7000,QUERY_0,"Lung Opacity,Pleural Other",50,0.6394,0.3946,0.6894,0.6194,0.5242,0.4617,0.6042,0.5042,0.5253,0.6453,0.6353,0.5053
7000,QUERY_1,Pneumothorax,46,0.5932,0.3432,0.6432,0.5732,0.5814,0.5164,0.6614,0.5614,0.528,0.648,0.638,0.508
7000,QUERY_2,Pneumonia,22,0.6416,0.3781,0.6916,0.6216,0.6384,0.5667,0.7184,0.6184,0.5364,0.6564,0.6464,0.5164
7000,QUERY_3,"Edema,Pneumonia",24,0.5418,0.3097,0.5918,0.5218,0.5353,0.4793,0.6153,0.5153,0.4438,0.5638,0.5538,0.4238
7000,QUERY_4,"No Finding,Enlarged Cardiomediastinum,Pneumothorax",46,0.6736,0.4182,0.7236,0.6536,0.5578,0.49,0.6378,0.5378,0.4927,0.6127,0.6027,0.4727
7000,QUERY_5,Fracture,46,0.5473,0.3237,0.5973,0.5273,0.4706,0.4188,0.5506,0.4506,0.4766,0.5966,0.5866,0.4566
7000,QUERY_6,"Cardiomegaly,Pneumonia",49,0.6339,0.3849,0.6839,0.6139,0.5307,0.4662,0.6107,0.5107,0.4718,0.5918,0.5818,0.4518
7000,QUERY_7,"Cardiomegaly,Lung Opacity",19,0.6675,0.4148,0.7175,0.6475,0.5599,0.4935,0.6399,0.5399,0.5396,0.6596,0.6496,0.5196
7000,QUERY_8,"Lung Lesion,No Finding",21,0.5622,0.3413,0.6122,0.5422,0.5147,0.4643,0.5947,0.4947,0.4475,0.5675,0.5575,0.4275
7000,QUERY_9,No Finding,15,0.5143,0.2967,0.5643,0.4943,0.4769,0.4282,0.5569,0.4569,0.4035,0.5235,0.5135,0.3835
7000,QUERY_10,"Pleural Other,Cardiomegaly,Pneumonia",27,0.6207,0.3579,0.6707,0.6007,0.5906,0.5192,0.6706,0.5706,0.5159,0.6359,0.6259,0.4959
7000,QUERY_11,Lung Lesion,44,0.6492,0.3779,0.6992,0.6292,0.5911,0.5154,0.6711,0.5711,0.5325,0.6525,0.6425,0.5125
7000,QUERY_12,No Finding,43,0.6517,0.3803,0.7017,0.6317,0.6124,0.5367,0.6924,0.5924,0.559,0.679,0.669,0.539
7000,QUERY_13,Edema,46,0.5601,0.3332,0.6101,0.5401,0.5182,0.4647,0.5982,0.4982,0.4745,0.5945,0.5845,0.4545
7000,QUERY_14,"Support Devices,Atelectasis",23,0.5838,0.3628,0.6338,0.5638,0.5114,0.4609,0.5914,0.4914,0.4183,0.5383,0.5283,0.3983
7000,QUERY_15,"Edema,Consolidation,No Finding",49,0.6748,0.4051,0.7248,0.6548,0.6281,0.5533,0.7081,0.6081,0.5695,0.6895,0.6795,0.5495
7000,QUERY_16,"Support Devices,Lung Lesion,Pleural Effusion",43,0.6487,0.3894,0.6987,0.6287,0.5839,0.5142,0.6639,0.5639,0.4989,0.6189,0.6089,0.4789
7000,QUERY_17,"Lung Opacity,Pneumonia",30,0.5203,0.3007,0.5703,0.5003,0.5183,0.4685,0.5983,0.4983,0.4234,0.5434,0.5334,0.4034
7000,QUERY_18,"Atelectasis,Lung Opacity,Pleural Effusion",16,0.5886,0.3457,0.6386,0.5686,0.5106,0.4492,0.5906,0.4906,0.4478,0.5678,0.5578,0.4278
7000,QUERY_19,"Cardiomegaly,Lung Opacity",40,0.6689,0.4097,0.7189,0.6489,0.6236,0.554,0.7036,0.6036,0.5063,0.6263,0.6163,0.4863
